Number of substitution;Size of text;Size of alphabet;Size of pattern;Type of algorithm;Time(ns)
3;10000;4;2700;Поиск с применением автомата КМП;241052
3;10000;4;2800;Наивный алгоритм;144409
3;10000;4;2800;Алгоритм КМП с применением стандартных граней;260437
3;10000;4;2800;Алгоритм КМП с применением уточненных граней;249408
3;10000;4;2800;Поиск с применением автомата КМП;240841
3;10000;4;2900;Наивный алгоритм;166817
3;10000;4;2900;Алгоритм КМП с применением стандартных граней;260525
3;10000;4;2900;Алгоритм КМП с применением уточненных граней;272053
3;10000;4;2900;Поиск с применением автомата КМП;322327
3;10000;4;3000;Наивный алгоритм;191953
3;10000;4;3000;Алгоритм КМП с применением стандартных граней;313302
3;10000;4;3000;Алгоритм КМП с применением уточненных граней;270803
3;10000;4;3000;Поиск с применением автомата КМП;256924
3;100000;2;100;Наивный алгоритм;2662236
3;100000;2;100;Алгоритм КМП с применением стандартных граней;2788370
3;100000;2;100;Алгоритм КМП с применением уточненных граней;2900765
3;100000;2;100;Поиск с применением автомата КМП;1961051
3;100000;2;200;Наивный алгоритм;2574819
3;100000;2;200;Алгоритм КМП с применением стандартных граней;2891455
3;100000;2;200;Алгоритм КМП с применением уточненных граней;2646597
3;100000;2;200;Поиск с применением автомата КМП;1448637
3;100000;2;300;Наивный алгоритм;2480942
3;100000;2;300;Алгоритм КМП с применением стандартных граней;2770344
